# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
NCU10852	NCU10852	NCU10852-t26_2	protein_coding	0	22	4	202	4	0	2	109	0	2	4	0	0	0	0	0	0	0	0	22	85
NCU10853	NCU10853	NCU10853-t26_1	protein_coding	0	18	3	155	0	3	14	67	0	16	3	0	0	0	0	0	0	0	0	15	58
NCU10853	NCU10853	NCU10853-t26_2	protein_coding	0	18	5	151	0	1	10	67	0	16	5	0	0	0	0	0	0	0	0	17	58
NCU10853	NCU10853	NCU10853-t26_3	protein_coding	0	19	3	155	0	3	14	67	0	16	3	0	0	0	1	0	0	0	0	15	58
NCU10853	NCU10853	NCU10853-t26_4	protein_coding	0	18	3	155	0	3	15	67	0	15	3	0	0	0	0	0	0	0	0	15	58
NCU10853	NCU10853	NCU10853-t26_5	protein_coding	0	18	5	151	0	1	11	67	0	15	5	0	0	0	0	0	0	0	0	17	58
NCU10861	NCU10861	NCU10861-t26_1	protein_coding	0	9	5	159	2	1	2	71	0	9	5	0	0	0	0	0	0	0	0	8	75
NCU10865	NCU10865	NCU10865-t26_1	protein_coding	0	20	6	103	1	0	0	38	0	5	6	0	0	0	0	0	0	0	0	20	59
NCU10867	NCU10867	NCU10867-t26_1	protein_coding	0	1	1	146	0	0	0	68	0	3	1	0	0	0	0	0	0	0	0	1	75
NCU10883	NCU10883	NCU10883-t26_1	protein_coding	0	29	37	180	0	0	12	79	0	6	37	0	0	0	2	0	0	0	0	28	84
NCU10883	NCU10883	NCU10883-t26_2	protein_coding	0	24	36	187	0	1	19	79	0	5	36	0	0	0	1	0	0	0	0	23	84
NCU10889	NCU10889	NCU10889-t26_1	protein_coding	0	16	3	134	0	0	0	69	0	7	3	0	0	0	0	0	0	0	0	16	58
NCU10893	NCU10893	NCU10893-t26_1	protein_coding	0	7	1	152	0	0	1	78	0	5	1	0	0	0	0	0	0	0	0	7	68
NCU10894	NCU10894	NCU10894-t26_1	protein_coding	1	3	6	135	0	0	0	69	0	7	6	0	0	1	0	0	0	0	0	3	60
NCU10895	NCU10895	NCU10895-t26_1	protein_coding	0	48	18	166	3	0	0	61	0	6	18	0	0	0	3	0	0	0	0	45	99
NCU10896	NCU10896	NCU10896-t26_1	protein_coding	1	7	11	156	0	0	0	70	0	9	11	0	0	0	1	0	0	1	0	7	77
NCU10897	NCU10897	NCU10897-t26_1	protein_coding	0	7	0	152	1	0	3	73	0	6	0	0	0	0	0	0	0	0	0	7	69
NCU10903	NCU10903	NCU10903-t26_1	protein_coding	0	0	3	121	0	0	0	61	0	3	3	0	0	0	0	0	0	0	0	0	57
NCU10904	NCU10904	NCU10904-t26_1	protein_coding	0	25	9	181	2	0	0	82	0	2	9	0	0	0	0	0	0	0	0	25	95
NCU10905	NCU10905	NCU10905-t26_1	protein_coding	0	45	11	195	2	0	10	75	0	7	11	0	0	0	2	0	0	0	0	44	102
NCU10906	NCU10906	NCU10906-t26_1	protein_coding	0	0	0	78	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	11
NCU10907	NCU10907	NCU10907-t26_1	protein_coding	0	13	2	192	5	1	15	90	0	1	2	0	0	0	1	0	0	0	0	11	82
NCU10910	NCU10910	NCU10910-t26_1	protein_coding	0	42	8	155	0	0	0	49	0	1	8	0	0	0	0	0	0	0	0	42	105
NCU10911	NCU10911	NCU10911-t26_1	protein_coding	0	28	6	121	0	0	0	40	0	0	6	0	0	0	0	0	0	0	0	28	81
NCU10916	NCU10916	NCU10916-t26_1	protein_coding	1	9	12	218	0	0	0	105	0	6	12	0	1	0	3	0	0	0	0	7	110
NCU10927	NCU10927	NCU10927-t26_1	protein_coding	0	28	5	120	1	1	5	26	0	4	5	0	0	0	1	0	0	0	0	26	85
NCU10932	NCU10932	NCU10932-t26_1	protein_coding	0	6	10	180	0	0	0	82	0	0	10	0	0	0	1	0	0	0	0	6	98
NCU10933	NCU10933	NCU10933-t26_1	protein_coding	0	16	6	160	8	0	4	75	0	4	6	0	0	0	1	0	0	0	0	15	70
NCU10936	NCU10936	NCU10936-t26_1	protein_coding	1	7	5	126	0	0	0	59	0	9	5	0	1	0	1	0	0	0	0	6	60
NCU10951	NCU10951	NCU10951-t26_1	protein_coding	1	4	4	173	0	0	0	80	0	18	4	0	0	1	2	0	0	0	0	2	78
NCU10954	NCU10954	NCU10954-t26_1	protein_coding	0	0	0	123	0	0	0	58	0	1	0	0	0	0	0	0	0	0	0	0	64
NCU10965	NCU10965	NCU10965-t26_1	protein_coding	0	3	11	174	4	0	1	98	0	1	11	0	0	0	1	0	0	0	0	2	71
NCU10987	NCU10987	NCU10987-t26_1	protein_coding	0	29	6	142	9	2	10	44	0	3	6	0	0	0	1	0	0	0	0	27	76
NCU11000	NCU11000	NCU11000-t26_1	protein_coding	0	42	2	95	13	1	6	21	0	1	2	0	0	0	0	0	0	0	0	41	54
NCU11000	NCU11000	NCU11000-t26_2	protein_coding	0	42	2	95	13	1	7	21	0	0	2	0	0	0	0	0	0	0	0	41	54
NCU11000	NCU11000	NCU11000-t26_3	protein_coding	0	42	2	95	13	1	7	21	0	0	2	0	0	0	0	0	0	0	0	41	54
NCU11006	NCU11006	NCU11006-t26_1	protein_coding	0	4	2	96	0	0	0	50	0	1	2	0	0	0	0	0	0	0	0	4	45
NCU11012	NCU11012	NCU11012-t26_1	protein_coding	0	4	0	135	10	0	3	57	0	4	0	0	0	0	4	0	0	0	0	2	63
NCU11027	NCU11027	NCU11027-t26_1	protein_coding	0	38	1	158	0	0	3	71	0	10	1	0	0	0	0	0	0	0	0	38	74
NCU11027	NCU11027	NCU11027-t26_2	protein_coding	0	38	1	158	0	0	3	71	0	10	1	0	0	0	0	0	0	0	0	38	74
NCU11030	NCU11030	NCU11030-t26_1	protein_coding	0	15	9	163	0	0	2	78	0	13	9	0	0	0	2	0	0	0	0	13	72
NCU11038	NCU11038	NCU11038-t26_1	protein_coding	0	3	3	131	0	0	0	75	0	1	3	0	0	0	0	0	0	0	0	3	55
NCU11040	NCU11040	NCU11040-t26_1	protein_coding	0	19	5	142	4	0	1	51	0	1	5	0	0	0	0	0	0	0	0	19	85
NCU11041	NCU11041	NCU11041-t26_1	protein_coding	0	14	7	188	0	1	1	96	0	2	7	0	0	0	1	0	0	0	0	13	89
NCU11043	NCU11043	NCU11043-t26_1	protein_coding	0	3	6	127	0	0	0	61	0	7	6	0	0	0	0	0	0	0	0	3	59
NCU11046	NCU11046	NCU11046-t26_1	protein_coding	0	11	1	134	0	0	3	58	0	5	1	0	0	0	1	0	0	0	0	10	69
NCU11046	NCU11046	NCU11046-t26_2	protein_coding	0	10	2	133	0	0	0	58	0	4	2	0	0	0	0	0	0	0	0	10	71
NCU11050	NCU11050	NCU11050-t26_1	protein_coding	0	43	17	167	0	3	7	96	0	0	17	0	0	0	0	0	0	0	0	40	64
NCU11053	NCU11053	NCU11053-t26_1	protein_coding	0	9	1	86	10	0	2	68	0	1	1	0	0	0	1	0	0	0	0	8	5
NCU11054	NCU11054	NCU11054-t26_1	protein_coding	0	1	6	140	0	0	0	54	0	0	6	0	0	0	0	0	0	0	0	1	86
NCU11059	NCU11059	NCU11059-t26_1	protein_coding	1	2	5	181	0	0	0	104	0	3	5	0	0	0	2	0	1	0	0	1	75
NCU11067	NCU11067	NCU11067-t26_1	protein_coding	0	0	2	120	0	0	0	68	0	6	2	0	0	0	1	0	0	0	0	0	46
NCU11085	NCU11085	NCU11085-t26_1	protein_coding	0	10	0	128	3	2	3	44	0	1	0	0	0	0	0	0	0	0	0	8	77
NCU11087	NCU11087	NCU11087-t26_1	protein_coding	0	2	3	130	0	0	0	64	0	1	3	0	0	0	0	0	0	0	0	2	65
NCU11088	NCU11088	NCU11088-t26_1	protein_coding	0	6	1	120	0	0	3	59	0	2	1	0	0	0	0	0	0	0	0	6	56
NCU11088	NCU11088	NCU11088-t26_2	protein_coding	0	6	1	120	0	0	3	59	0	2	1	0	0	0	0	0	0	0	0	6	56
NCU11095	NCU11095	NCU11095-t26_1	protein_coding	1	5	12	162	14	0	3	66	0	5	12	0	0	0	1	0	1	0	0	4	74
NCU11098	NCU11098	NCU11098-t26_1	protein_coding	0	24	14	137	2	2	4	52	0	1	14	0	0	0	0	0	0	0	0	22	78
NCU11102	NCU11102	NCU11102-t26_1	protein_coding	0	27	1	181	2	0	2	63	0	0	1	0	0	0	0	0	0	0	0	27	114
NCU11108	NCU11108	NCU11108-t26_1	protein_coding	0	2	1	105	0	0	0	63	0	5	1	0	0	0	0	0	0	0	0	2	37
NCU11109	NCU11109	NCU11109-t26_1	protein_coding	0	23	0	139	4	1	11	49	0	9	0	0	0	0	2	0	0	0	0	21	67
NCU11118	NCU11118	NCU11118-t26_1	protein_coding	0	5	2	160	4	2	5	82	0	2	2	0	0	0	1	0	0	0	0	2	68
NCU11128	NCU11128	NCU11128-t26_1	protein_coding	1	1	1	134	9	0	2	77	0	3	1	0	0	0	0	0	0	1	0	1	43
NCU11129	NCU11129	NCU11129-t26_1	protein_coding	0	28	7	142	0	0	2	64	0	0	7	0	0	0	0	0	0	0	0	28	76
NCU11134	NCU11134	NCU11134-t26_1	protein_coding	0	3	1	116	0	0	0	45	0	8	1	0	0	0	2	0	0	0	1	1	64
NCU11138	NCU11138	NCU11138-t26_1	protein_coding	0	40	20	166	0	1	3	72	0	9	20	0	0	0	0	0	0	0	0	39	82
NCU11146	NCU11146	NCU11146-t26_1	protein_coding	0	19	6	146	0	0	2	65	0	1	6	0	0	0	1	0	0	0	0	18	79
NCU11151	NCU11151	NCU11151-t26_1	protein_coding	1	1	4	143	0	0	0	70	0	6	4	0	0	0	0	0	1	0	0	1	67
NCU11158	NCU11158	NCU11158-t26_1	protein_coding	1	6	8	158	5	2	6	67	0	0	8	0	0	0	1	0	1	0	0	3	80
NCU11159	NCU11159	NCU11159-t26_1	protein_coding	0	8	0	161	4	0	0	69	0	0	0	0	0	0	0	0	0	0	0	8	88
NCU11172	NCU11172	NCU11172-t26_1	protein_coding	0	11	2	158	2	1	7	88	0	2	2	0	0	0	0	0	0	0	0	10	59
NCU11173	NCU11173	NCU11173-t26_1	protein_coding	0	18	5	159	7	0	7	78	0	8	5	0	0	0	1	0	0	0	0	17	60
NCU11174	NCU11174	NCU11174-t26_1	protein_coding	0	6	2	138	5	0	2	71	0	0	2	0	0	0	0	0	0	0	0	6	60
NCU11175	NCU11175	NCU11175-t26_1	protein_coding	0	39	2	146	3	0	2	67	0	0	2	0	0	0	0	0	0	0	0	39	74
NCU11176	NCU11176	NCU11176-t26_1	protein_coding	0	40	5	140	2	0	6	61	0	0	5	0	0	0	0	0	0	0	0	40	71
NCU11180	NCU11180	NCU11180-t26_1	protein_coding	0	19	6	134	1	2	5	67	0	1	6	0	0	0	0	0	0	0	0	17	60
NCU11181	NCU11181	NCU11181-t26_1	protein_coding	0	9	0	116	6	0	5	48	0	4	0	0	0	0	1	0	0	0	0	8	54
NCU11182	NCU11182	NCU11182-t26_1	protein_coding	0	11	6	110	11	0	1	58	0	3	6	0	0	0	0	0	0	0	0	11	37
NCU11182	NCU11182	NCU11182-t26_2	protein_coding	0	9	6	104	0	0	5	62	0	0	6	0	0	0	0	0	0	0	0	9	37
NCU11185	NCU11185	NCU11185-t26_1	protein_coding	0	26	7	129	2	1	8	64	0	0	7	0	0	0	0	0	0	0	0	25	55
NCU11185	NCU11185	NCU11185-t26_2	protein_coding	0	26	7	128	2	1	8	64	0	0	7	0	0	0	0	0	0	0	0	25	54
NCU11186	NCU11186	NCU11186-t26_1	protein_coding	0	8	4	155	7	0	7	64	0	1	4	0	0	0	0	0	0	0	0	8	76
NCU11187	NCU11187	NCU11187-t26_1	protein_coding	0	19	3	138	0	1	6	48	0	5	3	0	0	0	0	0	0	0	0	18	79
NCU11188	NCU11188	NCU11188-t26_1	protein_coding	0	62	12	144	2	0	1	68	0	7	12	0	0	0	2	0	0	0	0	60	68
NCU11195	NCU11195	NCU11195-t26_1	protein_coding	0	11	4	144	12	0	4	54	0	1	4	0	0	0	0	0	0	0	0	11	73
NCU11196	NCU11196	NCU11196-t26_1	protein_coding	0	10	3	146	10	1	2	59	0	0	3	0	0	0	0	0	0	0	0	9	75
NCU11197	NCU11197	NCU11197-t26_1	protein_coding	0	9	1	165	4	1	6	75	0	4	1	0	0	0	1	0	0	0	0	7	77
NCU11200	NCU11200	NCU11200-t26_1	protein_coding	0	10	5	149	8	0	0	67	0	3	5	0	0	0	0	0	0	0	0	10	71
NCU11201	NCU11201	NCU11201-t26_1	protein_coding	0	13	1	152	5	0	2	66	0	14	1	0	0	0	4	0	0	0	0	9	69
NCU11209	NCU11209	NCU11209-t26_1	protein_coding	0	11	0	161	17	0	1	62	0	3	0	0	0	0	1	0	0	0	0	10	79
NCU11210	NCU11210	NCU11210-t26_1	protein_coding	0	1	7	141	0	0	0	59	0	9	7	0	0	0	1	0	0	0	0	0	74
NCU11211	NCU11211	NCU11211-t26_1	protein_coding	0	11	18	141	1	0	3	63	0	3	18	0	0	0	1	0	0	0	0	10	72
NCU11212	NCU11212	NCU11212-t26_1	protein_coding	0	3	2	164	4	0	4	90	0	0	2	0	0	0	0	0	0	0	0	3	66
NCU11215	NCU11215	NCU11215-t26_1	protein_coding	0	13	7	116	7	0	0	58	0	2	7	0	0	0	0	0	0	0	0	13	49
NCU11216	NCU11216	NCU11216-t26_1	protein_coding	1	3	3	164	19	1	7	96	0	5	3	0	0	1	1	0	0	0	0	1	39
NCU11219	NCU11219	NCU11219-t26_1	protein_coding	0	19	13	112	1	0	3	57	0	0	13	0	0	0	0	0	0	0	0	19	51
NCU11220	NCU11220	NCU11220-t26_1	protein_coding	0	20	12	81	0	0	0	62	0	0	12	0	0	0	0	0	0	0	0	20	19
NCU11222	NCU11222	NCU11222-t26_1	protein_coding	0	33	5	145	2	1	1	79	0	1	5	0	0	0	0	0	0	0	0	32	62
NCU11223	NCU11223	NCU11223-t26_1	protein_coding	0	2	0	170	3	0	4	75	0	0	0	0	0	0	0	0	0	0	0	2	88
NCU11228	NCU11228	NCU11228-t26_1	protein_coding	0	30	10	152	1	0	3	74	0	2	10	0	0	0	1	0	0	0	0	29	73
NCU11234	NCU11234	NCU11234-t26_1	protein_coding	0	19	8	133	3	0	1	56	0	0	8	0	0	0	0	0	0	0	0	19	73
NCU11235	NCU11235	NCU11235-t26_1	protein_coding	0	25	5	195	2	2	14	66	0	12	5	0	0	0	1	0	0	0	0	22	102
NCU11235	NCU11235	NCU11235-t26_2	protein_coding	0	23	5	196	2	1	10	66	0	16	5	0	0	0	0	0	0	0	0	22	102
NCU11235	NCU11235	NCU11235-t26_3	protein_coding	0	23	5	196	2	1	10	66	0	16	5	0	0	0	0	0	0	0	0	22	102
NCU11236	NCU11236	NCU11236-t26_1	protein_coding	0	6	3	133	0	0	0	83	0	0	3	0	0	0	0	0	0	0	0	6	50
NCU11237	NCU11237	NCU11237-t26_1	protein_coding	0	7	0	131	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	7	60
NCU11240	NCU11240	NCU11240-t26_1	protein_coding	0	9	4	149	0	0	0	74	0	0	4	0	0	0	0	0	0	0	0	9	75
NCU11241	NCU11241	NCU11241-t26_1	protein_coding	0	7	7	168	13	0	1	77	0	0	7	0	0	0	0	0	0	0	0	7	77
NCU11245	NCU11245	NCU11245-t26_1	protein_coding	0	15	5	194	7	0	3	94	0	0	5	0	0	0	0	0	0	0	0	15	90
NCU11246	NCU11246	NCU11246-t26_1	protein_coding	0	57	8	176	0	0	2	99	0	5	8	0	0	0	2	0	0	0	0	55	72
NCU11248	NCU11248	NCU11248-t26_1	protein_coding	0	8	6	207	18	1	4	87	0	2	6	0	0	0	1	0	0	0	0	6	97
NCU11249	NCU11249	NCU11249-t26_1	protein_coding	0	17	6	205	0	0	2	100	0	0	6	0	0	0	0	0	0	0	1	16	103
NCU11251	NCU11251	NCU11251-t26_1	protein_coding	0	30	1	150	2	0	2	78	0	1	1	0	0	0	0	0	0	0	0	30	67
NCU11251	NCU11251	NCU11251-t26_2	protein_coding	0	30	1	150	2	0	2	78	0	1	1	0	0	0	0	0	0	0	0	30	67
NCU11252	NCU11252	NCU11252-t26_1	protein_coding	0	26	5	167	10	0	0	76	0	2	5	0	0	0	1	0	0	0	0	25	79
NCU11253	NCU11253	NCU11253-t26_1	protein_coding	0	4	3	141	4	0	0	68	0	2	3	0	0	0	1	0	0	0	0	4	67
NCU11258	NCU11258	NCU11258-t26_1	protein_coding	0	2	0	129	12	0	2	56	0	6	0	0	0	0	2	0	0	0	0	0	55
NCU11259	NCU11259	NCU11259-t26_1	protein_coding	0	8	4	128	4	1	1	63	0	2	4	0	0	0	0	0	0	0	0	7	58
NCU11260	NCU11260	NCU11260-t26_1	protein_coding	0	2	0	131	2	0	1	67	0	0	0	0	0	0	0	0	0	0	0	2	61
NCU11261	NCU11261	NCU11261-t26_1	protein_coding	0	9	3	137	0	1	5	69	0	0	3	0	0	0	0	0	0	0	0	8	63
NCU11263	NCU11263	NCU11263-t26_1	protein_coding	0	15	3	145	7	1	7	69	0	0	3	0	0	0	0	0	0	0	0	14	62
NCU11263	NCU11263	NCU11263-t26_2	protein_coding	0	16	5	141	7	0	3	69	0	0	5	0	0	0	0	0	0	0	0	16	62
NCU11264	NCU11264	NCU11264-t26_1	protein_coding	0	11	7	131	0	0	1	71	0	3	7	0	0	0	1	0	0	0	0	10	57
NCU11278	NCU11278	NCU11278-t26_1	protein_coding	1	14	11	98	0	1	3	74	0	0	11	0	0	0	0	1	0	0	0	13	21
NCU11279	NCU11279	NCU11279-t26_1	protein_coding	0	10	3	83	3	1	3	75	0	0	3	0	0	0	0	0	0	0	0	9	2
NCU11280	NCU11280	NCU11280-t26_1	protein_coding	0	2	0	159	3	0	0	67	0	1	0	0	0	0	0	0	0	0	0	2	88
NCU11282	NCU11282	NCU11282-t26_1	protein_coding	0	39	1	126	0	0	3	57	0	1	1	0	0	0	0	0	0	0	0	39	65
NCU11283	NCU11283	NCU11283-t26_1	protein_coding	0	17	9	112	11	0	0	42	0	2	9	0	0	0	1	0	0	0	0	16	58
NCU11286	NCU11286	NCU11286-t26_1	protein_coding	0	24	8	143	0	0	0	69	0	2	8	0	0	0	0	0	0	0	0	24	72
NCU11287	NCU11287	NCU11287-t26_1	protein_coding	0	10	5	153	3	2	13	56	0	0	5	0	0	0	0	0	0	0	0	8	81
NCU11288	NCU11288	NCU11288-t26_1	protein_coding	0	19	5	166	14	0	0	67	0	1	5	0	0	0	0	0	0	0	0	19	84
NCU11288	NCU11288	NCU11288-t26_2	protein_coding	0	19	5	166	15	0	0	67	0	0	5	0	0	0	0	0	0	0	0	19	84
NCU11289	NCU11289	NCU11289-t26_1	protein_coding	0	16	2	127	0	0	1	52	0	0	2	0	0	0	0	0	0	0	0	16	74
NCU11290	NCU11290	NCU11290-t26_1	protein_coding	0	1	0	117	0	0	0	81	0	2	0	0	0	0	1	0	0	0	0	0	35
NCU11291	NCU11291	NCU11291-t26_1	protein_coding	0	0	0	65	0	0	2	34	0	0	0	0	0	0	0	0	0	0	0	0	29
NCU11292	NCU11292	NCU11292-t26_1	protein_coding	0	3	3	46	2	0	5	23	0	0	3	0	0	0	1	0	0	0	0	2	16
NCU11292	NCU11292	NCU11292-t26_2	protein_coding	0	3	3	46	2	0	5	23	0	0	3	0	0	0	1	0	0	0	0	2	16
NCU11293	NCU11293	NCU11293-t26_1	protein_coding	1	1	5	115	0	0	0	65	0	2	5	0	0	0	0	1	0	0	0	1	48
NCU11295	NCU11295	NCU11295-t26_1	protein_coding	0	16	9	165	3	3	15	65	0	9	9	0	0	0	1	0	0	0	0	12	74
NCU11300	NCU11300	NCU11300-t26_1	protein_coding	0	2	0	114	1	1	2	57	0	1	0	0	0	0	0	0	0	0	0	1	53
NCU11305	NCU11305	NCU11305-t26_1	protein_coding	0	7	6	142	0	0	0	67	0	4	6	0	0	0	0	0	0	0	0	7	71
NCU11306	NCU11306	NCU11306-t26_1	protein_coding	0	27	5	162	10	1	5	75	0	2	5	0	0	0	0	0	0	0	0	26	70
NCU11307	NCU11307	NCU11307-t26_1	protein_coding	0	9	0	176	1	0	4	85	0	0	0	0	0	0	0	0	0	0	0	9	86
NCU11308	NCU11308	NCU11308-t26_1	protein_coding	0	4	1	149	4	1	3	71	0	0	1	0	0	0	0	0	0	0	0	3	71
NCU11309	NCU11309	NCU11309-t26_1	protein_coding	0	10	3	139	4	2	11	64	0	2	3	0	0	0	1	0	0	0	0	8	58
NCU11311	NCU11311	NCU11311-t26_1	protein_coding	0	3	1	131	6	1	2	50	0	0	1	0	0	0	0	0	0	0	0	2	73
NCU11312	NCU11312	NCU11312-t26_1	protein_coding	0	26	3	135	2	4	22	47	0	1	3	0	0	0	0	0	0	0	0	22	63
NCU11313	NCU11313	NCU11313-t26_1	protein_coding	0	2	0	143	6	0	3	62	0	1	0	0	0	0	0	0	0	0	0	2	71
NCU11314	NCU11314	NCU11314-t26_1	protein_coding	1	18	3	159	5	2	16	77	0	6	3	0	0	0	1	0	1	0	0	15	55
NCU11314	NCU11314	NCU11314-t26_2	protein_coding	1	18	1	164	5	6	22	77	0	1	1	0	0	0	1	0	1	0	0	11	59
NCU11319	NCU11319	NCU11319-t26_1	protein_coding	0	10	0	135	4	4	14	62	0	0	0	0	0	0	0	0	0	0	0	6	55
NCU11320	NCU11320	NCU11320-t26_1	protein_coding	0	19	5	128	3	0	2	62	0	3	5	0	0	0	0	0	0	0	0	19	58
NCU11321	NCU11321	NCU11321-t26_1	protein_coding	0	17	2	144	3	0	3	77	0	2	2	0	0	0	0	0	0	0	0	17	59
NCU11322	NCU11322	NCU11322-t26_1	protein_coding	0	24	3	147	12	0	2	67	0	0	3	0	0	0	0	0	0	0	0	24	66
NCU11323	NCU11323	NCU11323-t26_1	protein_coding	0	1	0	137	16	0	4	53	0	0	0	0	0	0	0	0	0	0	0	1	64
NCU11324	NCU11324	NCU11324-t26_1	protein_coding	0	53	8	162	9	5	18	58	0	10	8	0	0	0	4	0	0	0	0	44	71
NCU11324	NCU11324	NCU11324-t26_2	protein_coding	0	53	8	160	7	5	14	60	0	10	8	0	0	0	4	0	0	0	0	44	73
NCU11324	NCU11324	NCU11324-t26_3	protein_coding	0	52	8	159	7	4	6	60	0	15	8	0	0	0	4	0	0	0	0	44	75
NCU11325	NCU11325	NCU11325-t26_1	protein_coding	0	16	2	154	2	0	2	69	0	7	2	0	0	0	7	0	0	0	0	9	79
NCU11331	NCU11331	NCU11331-t26_1	protein_coding	0	14	10	166	3	0	0	74	0	8	10	0	0	0	0	0	0	0	0	14	81
NCU11337	NCU11337	NCU11337-t26_1	protein_coding	0	3	0	142	8	3	10	72	0	3	0	0	0	0	0	0	0	0	0	0	49
NCU11338	NCU11338	NCU11338-t26_1	protein_coding	0	3	1	152	20	0	4	73	0	0	1	0	0	0	0	0	0	0	0	3	55
NCU11340	NCU11340	NCU11340-t26_1	protein_coding	0	6	5	198	0	0	0	101	0	4	5	0	0	0	0	0	0	0	0	6	93
NCU11341	NCU11341	NCU11341-t26_1	protein_coding	0	7	11	153	1	0	1	68	0	0	11	0	0	0	0	0	0	0	0	7	83
NCU11342	NCU11342	NCU11342-t26_1	protein_coding	0	6	9	149	0	0	0	64	0	2	9	0	0	0	0	0	0	0	0	6	83
NCU11345	NCU11345	NCU11345-t26_1	protein_coding	0	16	3	103	0	0	1	38	0	0	3	0	0	0	0	0	0	0	0	16	64
NCU11346	NCU11346	NCU11346-t26_1	protein_coding	1	1	7	144	0	0	0	76	0	9	7	0	0	0	0	0	1	0	0	1	59
NCU11347	NCU11347	NCU11347-t26_1	protein_coding	0	14	11	132	3	1	1	58	0	2	11	0	0	0	1	0	0	0	0	12	69
NCU11348	NCU11348	NCU11348-t26_1	protein_coding	0	3	0	157	11	0	3	58	0	5	0	0	0	0	1	0	0	0	0	2	81
NCU11349	NCU11349	NCU11349-t26_1	protein_coding	0	2	7	141	16	0	0	76	0	0	7	0	0	0	0	0	0	0	0	2	49
NCU11352	NCU11352	NCU11352-t26_1	protein_coding	0	14	8	81	5	0	1	3	0	4	8	0	0	0	1	0	0	0	0	14	68
NCU11353	NCU11353	NCU11353-t26_1	protein_coding	0	21	5	117	1	4	7	39	0	5	5	0	0	0	2	0	0	0	0	15	67
NCU11356	NCU11356	NCU11356-t26_1	protein_coding	0	12	7	182	1	0	0	94	0	0	7	0	0	0	0	0	0	0	0	12	87
NCU11357	NCU11357	NCU11357-t26_1	protein_coding	0	35	2	175	4	2	6	78	0	3	2	0	0	0	3	0	0	0	0	31	85
NCU11362	NCU11362	NCU11362-t26_1	protein_coding	0	4	9	145	0	0	1	82	0	1	9	0	0	0	0	0	0	0	0	4	61
NCU11363	NCU11363	NCU11363-t26_1	protein_coding	0	18	5	110	0	0	2	46	0	0	5	0	0	0	0	0	0	0	0	18	62
NCU11364	NCU11364	NCU11364-t26_1	protein_coding	0	8	6	112	1	0	2	57	0	0	6	0	0	0	0	0	0	0	0	8	52
NCU11365	NCU11365	NCU11365-t26_1	protein_coding	0	21	3	103	9	2	4	51	0	1	3	0	0	0	1	0	0	0	0	18	39
NCU11367	NCU11367	NCU11367-t26_1	protein_coding	0	18	1	141	2	0	4	63	0	2	1	0	0	0	0	0	0	0	0	18	70
NCU11368	NCU11368	NCU11368-t26_1	protein_coding	0	5	4	155	12	0	0	64	0	1	4	0	0	0	0	0	0	0	0	5	78
NCU11369	NCU11369	NCU11369-t26_1	protein_coding	0	16	0	121	5	0	1	68	0	3	0	0	0	0	1	0	0	0	0	15	45
NCU11369	NCU11369	NCU11369-t26_2	protein_coding	0	15	0	122	6	0	1	68	0	3	0	0	0	0	1	0	0	0	0	14	45
NCU11370	NCU11370	NCU11370-t26_1	protein_coding	0	4	3	109	5	0	2	57	0	0	3	0	0	0	0	0	0	0	0	4	45
NCU11371	NCU11371	NCU11371-t26_1	protein_coding	0	10	5	124	5	0	1	54	0	5	5	0	0	0	2	0	0	0	0	8	61
NCU11372	NCU11372	NCU11372-t26_1	protein_coding	0	15	3	127	9	0	1	50	0	9	3	0	0	0	2	0	0	0	0	13	60
NCU11372	NCU11372	NCU11372-t26_2	protein_coding	0	16	3	126	9	1	2	50	0	9	3	0	0	0	3	0	0	0	0	12	58
NCU11375	NCU11375	NCU11375-t26_1	protein_coding	0	6	3	150	4	0	17	60	0	0	3	0	0	0	0	0	0	0	0	6	69
NCU11380	NCU11380	NCU11380-t26_1	protein_coding	0	15	12	141	1	0	0	66	0	4	12	0	0	0	0	0	0	0	0	15	70
NCU11381	NCU11381	NCU11381-t26_1	protein_coding	0	15	4	161	10	2	14	78	0	1	4	0	0	0	0	0	0	0	0	13	58
NCU11382	NCU11382	NCU11382-t26_1	protein_coding	0	15	1	148	0	0	0	70	0	0	1	0	0	0	0	0	0	0	0	15	78
NCU11383	NCU11383	NCU11383-t26_1	protein_coding	0	3	9	165	0	0	0	85	0	0	9	0	0	0	0	0	0	0	0	3	80
NCU11395	NCU11395	NCU11395-t26_1	protein_coding	0	22	0	143	1	0	5	70	0	1	0	0	0	0	1	0	0	0	0	21	67
